,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,Month,Hour,day_in_week,day,sentiment
1785,The_Conch_Blows,"#CosmoS NEWS UPDATES &  PRESS REPORTER, LOCAL-DOMESTIC & INTERNATIONAL DOOR TO DOOR MEDIA NETWORKS, ●||●जागृत●||● स्थानीय नंबर-१ एंड्रॉयड मोबाइल Application",india,669,318,33812,2016-08-31 06:48:32,2021-03-19 10:53:06,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1786,vagishasoni,"Research Scholar, Jamia Millia ||co-founder @dynastymukt||Media & Communication Studies,Philosophy,Politics & Governance||Followed by Hon PM @narendramodi ji🙏",gurgaon india,603,27435,32207,2013-06-19 05:26:44,2021-03-19 10:53:03,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1787,payyaboy,"honest ,courage of conviction, fearless, Nationalist #NDA Khadakwasla #IIT Kharagpur #AirportRunways #SatyamevaJayate",lucknow india,1119,603,33371,2010-07-27 10:16:10,2021-03-19 10:53:02,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1788,JayeshJani_,"Hindustani, Bjp Supporter
[ RTs Not Endorsement ]",mumbai india,190,1446,153880,2018-02-12 13:55:03,2021-03-19 10:53:02,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1789,EMulhid,प्रेम आत्मा का भोजन है।,च क स ल व क य ,1442,1318,21964,2019-04-18 05:00:08,2021-03-19 10:52:50,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1790,sansing740818,🙏🙏*ॐ सर्व मंगल मांगल्ये शिवे सर्वार्थ साधिके शरण्ये त्रयंबके गौरी नारायणी नमोस्तुते*॥🙏🙏,bangalore india,2334,1618,72003,2018-12-28 19:42:59,2021-03-19 10:52:49,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1791,SSunnynishad,"राष्ट्रहित , समाजहित और धर्महित कि बातो को प्रमुखता से उठाने वाला राष्ट्रवादी हिंदू।",bhandup west mumbai,4997,693,86348,2015-10-23 13:27:47,2021-03-19 10:52:46,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1792,Yashodhara1010,"Before you ask Krishna for what you want, first thank Krishna for what you already have                                

RTs are not endorsements.",india,1709,910,70043,2010-03-27 03:29:44,2021-03-19 10:52:36,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1793,Lalit71296,"संयोजक-भाजपा सोशल मिडिया जुन्नर तालुका,
मा.अध्यक्ष भाजपा सोशल मिडिया नारायणगाव शहर",narayangaonpune india,547,348,10488,2020-06-23 16:03:57,2021-03-19 10:52:36,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1794,RAJIVNJAIN66,"real estate ,Politics , TFTD'S, Being Indian",mumbai india,3136,558,20466,2016-06-19 08:43:08,2021-03-19 10:52:34,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1795,Shiv_n_sh,"पुन्हा एकदा तीन वर्ष नंतर ट्विटर वर 😎















































सजा दे या माफी महादेव तू ही हमारी सरकार है…😍
🙏🏻हर हर महादेव 🙏🏻",ahmadnagar india,93,36,2335,2020-12-28 09:32:49,2021-03-19 10:52:19,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1796,sssaaagar,#Oilfield #DeepWater #DrillingFluids Watches only Cycling and WRC in sports. Clicks ok ok pics of beautiful birds and other wild things. Proud BJP member.,mumbai ,320,839,64735,2009-05-03 05:48:11,2021-03-19 10:52:18,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1797,rajendrasonaw,I'm Pharmasist,nashik india,4605,1742,54639,2016-09-10 16:08:56,2021-03-19 10:52:14,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1798,LaxmiputraDesai,"सचिव, वस‌ई विरार जि‌‌‌ल्हा दक्षिण भारतीय ‌आघाडी",mumbai india,2349,405,21429,2013-05-01 18:24:28,2021-03-19 10:52:14,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1799,vishnugitt,🇮🇳Volunteer For Better India🇮🇳,india,3333,1712,23681,2017-01-03 19:10:21,2021-03-19 10:52:10,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1800,NikhilJ2020,"Hindu || Free Hindu Temples From Govt. control 🕉🕊
  Reclaim Kashi, Mathura & all other 40,000+ temples. Population Control Bill & Uniform Civil Code.. 🇮🇳🙏",mumbai delhi,1974,116,22870,2020-02-16 05:16:31,2021-03-19 10:52:10,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1801,bjp4mumbai,Official Twitter Handle of BJP Mumbai . भारतीय जनता पार्टी ( मुंबई ) . https://t.co/cfnPpUNTCN,mumbai india,155,39197,33890,2014-04-08 05:00:13,2021-03-19 10:52:10,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1802,Truethoughts68,Human first. Nationalist. Volunteer towards nation building. One God. Modi my PM.,भ रत,310,4969,177131,2015-11-26 13:51:44,2021-03-19 10:52:07,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1803,Adv_Rugved,|मराठी| Lawyer | Writer | Student of Politics | Politically and Socially conscious |,maharashtra india,810,3356,21987,2013-03-17 09:53:07,2021-03-19 10:52:03,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1804,monty_chadha,Modi Bhakt forever..........,bharat ,4512,1835,810047,2012-04-16 16:04:09,2021-03-19 10:52:02,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1805,RamprasadLodhaA,🚩जय श्री राम🚩🚩🚩,झ ल व ड  र जस थ न,88,248,17925,2019-11-24 17:43:43,2021-03-19 10:52:02,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1806,SSY69_,"행복은 어디에도없는 우리 마음 속에 있습니다 😊😘
 ❣️ जय श्री कृष्ण ❣️
친구 @nautiyal_10,@VKV7_
#KIMJUNGKOOK ,💙
#KIMTAEHYUNG💜
#BTS
#sumedhians💛",maharashtra ,739,786,19034,2020-05-21 09:33:52,2021-03-19 10:52:01,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1807,adityadshr,Works in Mumbai,mumbai india,397,144,31786,2010-04-13 10:13:55,2021-03-19 10:52:00,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1808,valok183,Born at a very young age.,mumbai,709,89,3517,2016-09-23 13:10:18,2021-03-19 10:51:59,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1809,Mukesh4nation,सचिव चारकोप विधानसभा,mumbai india,237,196,3637,2016-01-20 16:51:26,2021-03-19 10:51:46,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1810,OnlyDevendra,"शत्रूच्या दबावतंत्रला न जुमानता राज्यासाठी धाडसी निर्णय घेण्याची क्षमता देवेंद्र फडणवीस यांच्याकडेच आहे.💪
म्हणून देवेंद्र फडणवीस यांचा चाहता आहे 🔥🔥🔥",nerul ,708,87,6882,2019-05-30 12:30:58,2021-03-19 10:51:42,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1811,sonusupriyo1,"भाजपा नवी मुंबई जिला सोशल मीडिया सदस्य।
कट्टर वीर दामोदर सावरकर  समर्थक .
जय हिन्दू राष्ट्र 🚩",navi mumbai india,702,203,6460,2014-03-13 05:18:00,2021-03-19 10:51:34,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1812,rajamaka,"Honoured & Blessed to be Followed by PM Shri @Narendramodi ji , Home Mini Shri Amit Shah ji, & Piyush Goyal ji | A Proud NaMo supporter| RTs≠Endorsement ||",mumbai maharashtra  india,522,12556,58055,2014-01-20 13:04:07,2021-03-19 10:51:32,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1813,VinodMishra4U,"Municipal Councillor,  Party Leader - BJP, MCGM,",mumbai india,470,1914,2612,2013-10-05 13:22:12,2021-03-19 10:51:29,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1814,avaneetU,Namo 2024 again/ BJP /,new delhi india,462,441,10001,2014-07-06 20:41:45,2021-03-19 10:51:18,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,10,Friday,19,0
1815,Dev_Fadnavis,Maharashtra’s Sevak,maharashtra stateindia,29,4769628,41481,2010-04-27 18:58:50,2021-03-19 10:51:08,1295,"took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligi  ","[{'text': 'COVID19', 'indices': [22, 30]}]",3,10,Friday,19,1
1816,bright_oparaji,"I have a dual PhD degree in engineering. I tweet about AI and ML, risk in general, and random things. Link to my LinkedIn profile 👇🏾",liverpool ,232,125,5744,2017-12-18 03:52:28,2021-03-19 10:50:03,86,dhscgovuk the bttowerlondon has been lit up to mark the milestone of more than  million people in the uk getting their first covid ,[],3,10,Friday,19,0
1817,StAlbansCouncil,This account is active Monday to Friday during office hours and is used to promote the Council's activities. It is not for customer service inquiries.,st albans uk,159,12617,11685,2009-06-25 16:04:25,2021-03-19 10:49:57,86,dhscgovuk the bttowerlondon has been lit up to mark the milestone of more than  million people in the uk getting their first covid ,[],3,10,Friday,19,0
1818,lisaobrien_Star,Senior reporter and health correspondent at the Shropshire Star. Occasional internet editor. Views my own. Email me at lisa.obrien@mnamedia.co.uk,ketley telford,519,1561,3806,2009-02-21 21:29:42,2021-03-19 10:48:25,0,existing covid vaccination appointments in shropshire will be honoured but unders face wait for jab  ,[],3,10,Friday,19,0
1819,oasis_jain,Oasis...,india,1503,231,40879,2016-09-03 20:55:56,2021-03-19 10:46:57,208,fadnavisamruta although centre has provided enough stock why is vaccination jab not intensified by maharashtragovernment inspite o ,"[{'text': 'vaccination', 'indices': [71, 83]}, {'text': 'MaharashtraGovernment', 'indices': [107, 129]}]",3,10,Friday,19,0
1820,rogerablackwell,"Divorced, living alone, interests in politics, photography, video, music, philosophy, history, political economy, sexual relations and many other things",norwich,1830,1850,210697,2009-10-31 17:11:32,2021-03-19 10:34:52,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,10,Friday,19,0
1821,AliHumdani,love to cross the limits. I am internationalist 😊 #DevotedBiryaniLover😌,dongguan china,1439,1330,67445,2012-02-15 06:08:15,2021-03-19 10:28:16,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,10,Friday,19,0
1822,YiAOrg,"Naujawan Bharat Sabha (revisited, nationalist, Bharat) 
|| ॐ इदं राष्ट्राय इदन्न मम ॐ ||",bharat,3822,1175,272162,2011-10-26 11:05:13,2021-03-19 10:25:31,208,fadnavisamruta although centre has provided enough stock why is vaccination jab not intensified by maharashtragovernment inspite o ,"[{'text': 'vaccination', 'indices': [71, 83]}, {'text': 'MaharashtraGovernment', 'indices': [107, 129]}]",3,10,Friday,19,0
1823,andrew85128563,Great Believer in World Peace,united kingdom,3674,365,4150,2018-04-24 08:39:44,2021-03-19 10:12:31,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,10,Friday,19,0
1824,Karenwalker3434,"Independent Councillor for Peasedown St John since 2015. Leader, @bathnes Independent Group. Chair, @bathnes Climate Change & Sustainability Panel.",peasedown st john,962,705,4304,2012-02-20 19:29:48,2021-03-19 10:03:25,0,"it s my turn today

excited to be receiving my first dose  syringe  

thanks to all the incredible nhs staff and volunteer  ",[],3,10,Friday,19,0
1825,MatiAgha7,Pti tiger and Imran khan sipahi Mati Agha,quetta pakistan,1720,648,62795,2018-01-09 19:34:04,2021-03-19 10:02:40,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,10,Friday,19,0
1826,QMSINT,QMS provides professional consultancy and support services to organisations seeking a hassle-free and cost-effective route to ISO Certification.,head office norwich uk,1660,2192,4638,2011-02-25 14:46:01,2021-03-19 10:01:15,0,jab and grow the rollout of vaccinations in scotland increases business confidence and expectations of stronger e  ,[],3,10,Friday,19,1
1827,bad_captain77,"MBBS|Libra|Travel lover💫🍁🍃  🇨🇳🇹🇭🇵🇰🇶🇦🇱🇰🇲🇾
I am like no one you,ve met before...
I don,t bother you,
So don,t  judge me.",nanning citychina,464,528,198,2015-10-19 14:18:18,2021-03-19 09:57:53,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1828,faisalnadim88,"Professional Mechanical Engineer,Amazon PL Expert,Social Activist,Career Counselor,Trekker& Traveller,",lahore pakistan,4385,754,27900,2011-12-28 11:34:33,2021-03-19 09:56:18,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1829,stm215,"Digital Media World| Online, Offline & Digital | Journalist |International Press Association|+92-333-5118285 | @stm215 |",islamabad pakistan,536,959,10887,2009-11-22 22:17:52,2021-03-19 09:51:06,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1830,CovidIndiaSeva,Official @MoHFW_INDIA Handle for COVID-19 Response,india,21,42166,6534,2020-03-26 17:27:34,2021-03-19 09:43:30,2,"cdcgov has recommended that no other vaccines be given  weeks before or after a covid vaccine
you may howeve  ","[{'text': 'COVID19', 'indices': [83, 91]}]",3,9,Friday,19,1
1831,Asim__pti,#proudMuslim #ProudPakistani #PakArmy #Insafian #IkLover #PtiFamily #Married,peshawar rawalpindi pakistan,6387,6489,38901,2015-02-22 10:15:28,2021-03-19 09:38:15,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1832,ura_henrique,📡: #HLVS #CCCP H★L★V★S 🚩 - Pinterest ►https://t.co/LJ0Uv8e24Q - YouTube ►https://t.co/ddWdvtKlsJ - VK ►https://t.co/L85ijFxweZ - MEWE ►https://t.co/yIV3h54HjB - Mix ►https://t.co/7ZW1SDPeVZ,belo horizonte,4998,1935,70342,2019-09-21 15:33:42,2021-03-19 09:38:14,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1833,p_mississippi,"The worst thing about betrayal is that it doesn't come from enemy's, It comes from the ones you trust the most-
Never being in politics (inspired by IK)",pakistan ,676,551,78068,2013-01-24 01:07:50,2021-03-19 09:35:16,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1834,Antonie46522009,"lutar por um mundo mais justo e inclusivo,mais amor o mundo precisa",valinhos brasil,2305,2180,85492,2019-03-02 14:37:49,2021-03-19 09:33:37,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1835,news_beijing,"We bring you an authentic China with fresh insights. 
Stay objective, stay inclusive.
For our official website in Chinese: https://t.co/DqPSaHCDr2 （新京报）",beijing,18,532,1975,2019-08-18 06:51:47,2021-03-19 09:31:00,0,"pakistani pm imran khan on thursday received his covid jab with chinas sinopharm vaccine

khan was administere  ",[],3,9,Friday,19,1
1836,lajoyadeoriente,Twitter Oriente Venezolano,cumaná edo sucre ,757,1271,77893,2012-01-20 19:55:02,2021-03-19 09:23:52,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1837,TelfordMemories,Award Winning Telford Site.,telford england,676,1767,2695,2014-02-06 22:38:26,2021-03-19 09:23:35,1,shropshirestar existing covid vaccination appointments for first and second jabs will continue to be honoured in shropshire next month ,[],3,9,Friday,19,0
1838,VIKBataille,"⚖️⚔️ While we only fought for Union for white people, we were defeated; as soon as we added to it Freedom for all, we triumphed. ✌️",washington dc,3203,958,245305,2011-07-26 21:32:11,2021-03-19 09:22:52,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1839,ericserati68,"Capitalism + /Humanism\ + Socialism=[Sustainability] and {World Peace} We were all united at one time and spoke in one language-Alpha/""mu""\Omega!!! Il Separatio",,6860,6327,292292,2012-07-03 23:01:58,2021-03-19 09:20:50,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1840,Engr_Naveed111,|| Ardent Insafian || Anti Mullah ||  Happily Single,united arab emirates,795,18761,197785,2012-06-02 17:56:45,2021-03-19 09:19:17,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1841,IrishPatients,The Official Twitter account of The Irish Patients Association,dublin  ireland,39,1126,371,2010-01-19 14:49:53,2021-03-19 09:17:17,0,"a tail of  countries covid covidvaccination 
stephenamcmahon 
 covid cabinet split on easing km limit  ","[{'text': 'COVID19', 'indices': [22, 30]}, {'text': 'COVID19Vaccination', 'indices': [31, 50]}]",3,9,Friday,19,0
1842,susannahmh,"Award-winning journo mostly writing on health. Also media relations. Passionate European, Francophile, French speaker. Own views. susannah@susannahhickling.com",somerset,1072,771,7926,2009-06-18 23:02:11,2021-03-19 09:17:16,0,sherridingle and their vaccine rollout incomprehensible can t understand why my parents inlaw   and both  ,[],3,9,Friday,19,1
1843,HaraldDoornbos,"Journalist. Based in MidEast. Reports from Syria, Iraq, Pak. Lived during Balkan Wars in Cro, BiH, Kos. Pops up anywhere btwn Sarajevo-Islamabad. Also heritage.",dubai uae,1997,87958,105049,2011-01-29 16:29:54,2021-03-19 09:15:10,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1844,RageshPayyannur,#Mech || Design || Fluids || Pneumatics || StandWithFarmers,kerala mangalore pune,397,291,37035,2010-10-12 08:41:01,2021-03-19 09:14:17,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1845,gocekyat,"HEM HİÇ, HEM DE HER ŞEY OLDUĞUNU ANLAYIP, İÇSELLEŞTİREBİLDİĞİNDE, BÜTÜN KOMPLEKSLERİN YOK OLUR, GERİYE SADECE İNSAN GİBİ YAŞAMAK KALIR.😎",türkiye,3267,3181,344138,2013-03-19 06:19:25,2021-03-19 09:13:36,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1846,arsalansofficia,"Web Application Designer/Developer
Linux/Networking Geek

Peace Lover / Humanitarian / Defender of Truth",karachi pakistan,1443,141,9389,2016-11-29 11:12:42,2021-03-19 09:13:26,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1847,R2otvan_,"Allstar - by Smashmouth begins to play. Shrek goes about his day. While in a nearby town, the villagers get together to go after the ogre.",coventry england,808,174,3865,2020-10-14 21:22:17,2021-03-19 09:12:01,44,xhnews pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of the countrys ,"[{'text': 'COVID19', 'indices': [96, 104]}]",3,9,Friday,19,0
1848,beecee,A cautionary tale. Former Writer on 06:37 train to Maidstone. Award winning romcom author. Head of Storytelling at W2O. Will write for gig tickets and/or boots,londontumblr,2968,2909,80994,2008-04-24 08:00:38,2021-03-19 09:11:58,0,"second jab for popski what are you up to today 

morningcommute vaccination secondjab friyay covid  ","[{'text': 'morningcommute', 'indices': [51, 66]}, {'text': 'vaccination', 'indices': [67, 79]}, {'text': 'secondjab', 'indices': [80, 90]}, {'text': 'friyay', 'indices': [91, 98]}, {'text': 'covid19', 'indices': [99, 107]}]",3,9,Friday,19,1
1849,XHNews,"We are public media for the public good. We don't pursue corporate interests, nor will we yield to the pressure of ideological stigmatization and political bias",headquartered in beijing prc,64,12502080,195749,2012-02-09 01:10:18,2021-03-19 09:11:49,44,pakistani prime minister imran khan has received his first jab of chinas sinopharm covid vaccine as part of th  ,"[{'text': 'COVID19', 'indices': [84, 92]}]",3,9,Friday,19,1
1850,GlenCaring,Providing #socialcare since 1995. We cover NW: Omagh Strabane Derry Limavady Coleraine Ballymoney & Ballymena & have a #ChangingPlaces facility in Derry,omagh northern ireland,553,288,8945,2015-06-03 14:14:27,2021-03-19 09:05:20,26,"healthdpt vaccination appointments for first and second doses will continue to be honoured in ni

if youre eligible for covid vac ","[{'text': 'COVID19', 'indices': [127, 135]}]",3,9,Friday,19,0
1851,Selangorians1,"nikmati dan lihatlah keindahan selangor !! 
Anda akan menyukainya !!",selangor malaysia ,13,14,6,2021-03-17 15:01:58,2021-03-19 08:59:43,0,"mb state officials get second covid jab to complete vaccination

 ","[{'text': 'MB', 'indices': [0, 3]}, {'text': 'Covid19', 'indices': [32, 40]}, {'text': 'vaccination', 'indices': [57, 69]}]",3,8,Friday,19,1
1852,enribrz,"1er Conde Del Valle de Orizaba, Enríquez-Ruiz para los amigos. Casa de los Azulejos. Cuidad de México. Explorando y compartiendo.",ciudad de méxico,3169,348,99808,2010-02-19 02:34:59,2021-03-19 08:53:50,31,skynews watch live european medicines agency is reporting on its investigation into the potential links between the oxfordastrazenec ,[],3,8,Friday,19,1
1853,CovidIndiaSeva,Official @MoHFW_INDIA Handle for COVID-19 Response,india,21,42166,6534,2020-03-26 17:27:34,2021-03-19 08:50:00,2,"you can get statewise covidvaccination data on  and setuaarogya app

covid  ","[{'text': 'COVID19Vaccination', 'indices': [23, 42]}, {'text': 'COVID19', 'indices': [98, 106]}]",3,8,Friday,19,1
1854,milayates,"Semi-retired school psychologist: fair funding for public schools, climate change, politics, fair treatment of the underprivileged, heart is on my left sleeve",valentine newcastle,50,19,1381,2012-05-25 12:43:34,2021-03-19 08:40:16,0,maryhowell mary you don t have to have the covid vaccination no one is going to force you but if you want to  ,[],3,8,Friday,19,1
1855,ShropshireStar,Breaking news and sport from the Shropshire Star | Email us at newsroom@shropshirestar.co.uk.,shropshire uk,3039,90650,119142,2009-03-02 11:20:32,2021-03-19 08:22:47,1,existing covid vaccination appointments for first and second jabs will continue to be honoured in shropshire next m  ,[],3,8,Friday,19,0
1856,KonsiczkyZ,"Hírügynökségi szerkesztő. A tweet csak az én magánvéleményem, a retweet nem egyetértés - Hungarian news editor. Formerly BXL. Views my own, RT isn't endorsement",budapest  hungary  europe,342,1173,6532,2011-01-30 17:41:35,2021-03-19 08:10:31,0,hungarys covid coronavirus data maintains worsening trend  new infected in a day  comp to day b  ,"[{'text': 'Hungary', 'indices': [0, 8]}, {'text': 'COVID19', 'indices': [11, 19]}, {'text': 'coronavirus', 'indices': [20, 32]}]",3,8,Friday,19,0
1857,DavidNichols0n,"Passionate about Universal healthcare free at the point of use. High quality care for all, now and for future generations and Forest fan", pakistan  nigeria  kenya  cyprus  india  uk  pear ,1040,12049,10338,2014-01-30 11:08:57,2021-03-19 07:51:39,16,skynews director of chatham house s global health program robert yates warns against  vaccine nationalism  saying that it could  com ,[],3,7,Friday,19,0
